gene_symbol,uniprot_id,protein_groups,protein_description,mol_weight_da,n_precursors_exp,n_samples_detected,pct_samples_detected,median_precursors_used,mean_log2_D14,mean_log2_D21,mean_log2_M03,mean_log2_M06,mean_log2_M12,mean_log2_M18,D14.20713.Quantity.log2,D14.20714-40ul.Quantity.log2,D14.20715.Quantity.log2,D14.20716.Quantity.log2,D14.20717.Quantity.log2,D21.20718.Quantity.log2,D21.20719b.Quantity.log2,D21.20720.Quantity.log2,D21.20721-40ul.Quantity.log2,D21.20722.Quantity.log2,M03.20723.Quantity.log2,M03.20724.Quantity.log2,M03.20725.Quantity.log2,M03.20726-40ul.Quantity.log2,M03.20727.Quantity.log2,M06.20728b.Quantity.log2,M06.20729.Quantity.log2,M06.20730.Quantity.log2,M06.20731.Quantity.log2,M06.20732.Quantity.log2,M12.20733.Quantity.log2,M12.20734.Quantity.log2,M12.20735.Quantity.log2,M12.20736.Quantity.log2,M12.20737.Quantity.log2,M18.20740-40ul.Quantity.log2,M18.20741.Quantity.log2,M18.20742.Quantity.log2,M18.20743.Quantity.log2,M18.20744.Quantity.log2,p.value.M03-D14,adj.p.value.M03-D14,log2.fold.change.M03-D14,is.significant.M03-D14,t.statistic.M03-D14,p.value.M18-M03,adj.p.value.M18-M03,log2.fold.change.M18-M03,is.significant.M18-M03,t.statistic.M18-M03,go_molecular_function,go_biological_process,go_cellular_component,kegg_pathway
Vps26a,P40336,P40336,Vacuolar protein sorting-associated protein 26A,38113.8,21,30,100,10.5,7.966572129077681,7.949912020288084,8.141219367547933,8.03173194249315,8.251110681184834,8.26535179425389,8.284925880585453,7.755559784925728,7.700310381390336,8.275221557877716,7.816843040609176,8.402257700012068,7.605732583679545,7.898752765996484,8.194207231713934,7.648609820038397,8.256131935255171,8.133946481057286,8.045697513291536,8.092657148127426,8.177663760008247,8.211700144278417,8.046658926144383,7.964208382388877,8.007023159360786,7.929069100293299,8.552527686494301,8.124709961690614,8.20935549023611,8.238602120902838,8.13035814660031,8.55261363696697,8.259905000239556,7.902396461023189,8.04273646373633,8.569107409303399,0.25442348498013545,0.423075149129707,0.17464723847025176,FALSE,1.3007998195460693,0.4138843745751331,0.550327768454803,0.12413242670595714,FALSE,0.897979918845138,,transport;cellular process;protein transport;vesicle-mediated transport;endosome transport;establishment of localization,lysosome;endosome;vacuole;cytosol;membrane;retromer complex;vesicle;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,
Rpl28,P41105,P41105,Large ribosomal subunit protein eL28,15733.47,9,30,100,5,8.154476569479312,7.740248871354913,7.385985064837544,7.065511703573948,7.8778838661950825,7.386490292294435,7.590225076277489,8.252842830951396,7.412680444444606,9.003792902660802,8.51284159306227,8.692352323244293,7.522889062847868,7.913941229579866,7.364694945530608,7.207366795571931,8.378083137616404,7.471162171116786,6.656071944961242,7.873472368731512,6.551135701761778,6.939516892900934,7.550890014597233,7.455523762996946,7.191313791125004,6.190314056249624,7.375359523926525,8.323637552366755,7.906461446538369,7.804303870706146,7.979656937437623,7.527105647260158,8.106849001361473,6.383725778817211,7.324523110410652,7.590247923622679,0.13270018951556362,0.278473423959122,-0.7684915046417684,FALSE,-1.6795903119552529,0.9991327631702892,0.99939678048256,5.052274568910775e-4,FALSE,0.00112293740808269,structural constituent of ribosome;structural molecule activity,cytoplasmic translation;translation;metabolic process;biosynthetic process;cellular process;protein metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process,cytoplasm;cytosol;ribosome;ribonucleoprotein complex;macromolecular complex;cell projection;neuron projection;organelle;intracellular organelle;intracellular non-membrane-bounded organelle;cell body;cell part;synapse,Ribosome
Abca1,P41233,P41233,Phospholipid-transporting ATPase ABCA1,253911.84,27,28,93.3,5,5.759429459567798,5.727359625502133,6.1862712709741094,5.886590196680049,6.567028168456451,6.818642566336206,5.568359981871654,5.600966508848632,5.841223603770928,5.3011065228892456,6.485490680458527,5.884545892563678,5.916187083157695,5.974484787107671,,5.1342207391794865,6.649217029194314,6.54928820779311,6.000792622245731,,5.545787224663283,5.725547869895582,5.9534221585984675,6.6212857153550795,5.91378130357538,5.218913935975738,6.30264422242304,6.7367121038667745,6.258370502338986,6.6108226617466075,6.926591351906849,6.293085698297709,6.780456966253406,5.689370575563971,7.465910613170125,7.864388978395816,0.7719799800341031,0.857152151100435,-0.21536890496610717,FALSE,-0.30696672213224063,0.149126726043282,0.275009765297475,1.2745820117345152,FALSE,1.6383344120548842,"SNARE binding;nucleotide binding;catalytic activity;signal transducer activity;receptor activity;transmembrane signaling receptor activity;receptor binding;transporter activity;lipid transporter activity;binding;protein binding;ATP binding;phospholipid binding;phospholipid transporter activity;high-density lipoprotein particle binding;lipid binding;protein transmembrane transporter activity;protein transporter activity;primary active transmembrane transporter activity;P-P-bond-hydrolysis-driven transmembrane transporter activity;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;enzyme binding;syntaxin binding;active transmembrane transporter activity;transmembrane transporter activity;macromolecule transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;apolipoprotein receptor activity;adenyl nucleotide binding;phosphatidylcholine binding;small GTPase binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;apolipoprotein binding;apolipoprotein A-I binding;apolipoprotein A-I receptor activity;purine ribonucleoside triphosphate binding;signaling receptor activity;ATPase activity, coupled;ATPase activity, coupled to transmembrane movement of substances;ion binding;cation binding;amine binding;alcohol binding;ATPase activity, coupled to movement of substances;sphingolipid-translocating ATPase activity;sphingolipid transporter activity;quaternary ammonium group binding;GTPase binding;ATPase binding;molecular transducer activity;lipoprotein particle binding;protein-lipid complex binding",alcohol metabolic process;lipid metabolic process;transport;lipid transport;response to stress;organelle organization;vacuole organization;cell communication;signal transduction;metabolic process;biosynthetic process;response to external stimulus;response to biotic stimulus;cellular process;response to extracellular stimulus;membrane invagination;protein transport;peptide transport;cellular component organization;cellular membrane organization;vesicle organization;vesicle-mediated transport;endosome transport;cellular component assembly;multicellular organismal process;response to chemical stimulus;homeostatic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;secretion;response to stimulus;regulation of transport;establishment of localization;transmembrane transport;membrane organization;macromolecular complex assembly;biological regulation,endosome;Golgi apparatus;plasma membrane;cell surface;membrane;cytoplasmic membrane-bounded vesicle;vesicle;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,ABC transporters;Fat digestion and absorption
Csk,P41241,P41241,Tyrosine-protein kinase CSK,50716.33,20,30,100,6,6.2293002993423885,6.449631669430156,6.6646293458387404,6.583331261829717,6.217113922943101,6.110847389044688,6.752405352820617,5.584158200344338,6.0376615634918895,6.7275204128884685,6.04475596716663,6.6733373305706385,6.358583732866021,6.329033676510207,6.501946004777528,6.385257602426388,6.838438870879717,6.5525785772970275,6.28131980680297,7.006004472413591,6.644805001800401,6.738633171320371,6.665196562147536,6.357614420386075,6.7503416364404565,6.404870518854147,6.125811043281465,6.393414680581433,6.271890559059848,6.587578162705805,5.706875169086952,6.337622446382619,5.517808371576354,6.540635818483512,6.276550983447867,5.881619325333084,0.13873847912802834,0.28694944752066,0.435329046496352,FALSE,1.6974286836477988,0.04031090927498608,0.126462984799874,-0.5537819567940527,FALSE,-2.5088270458950515,"nucleotide binding;catalytic activity;protein kinase activity;protein tyrosine kinase activity;non-membrane spanning protein tyrosine kinase activity;binding;protein binding;ATP binding;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;enzyme binding;kinase binding;protein kinase binding;phosphatase binding;protein phosphatase binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;protein kinase A catalytic subunit binding;purine ribonucleoside triphosphate binding;identical protein binding;ion binding;cation binding;metal ion binding;protein kinase A binding;proline-rich region binding",immune system process;protein modification process;protein phosphorylation;phosphorus metabolic process;signal transduction;metabolic process;response to endogenous stimulus;cellular process;cellular component organization;protein metabolic process;cell differentiation;developmental process;cell junction organization;response to chemical stimulus;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;response to stimulus;regulation of transport;biological regulation,cytoplasm;plasma membrane;membrane;cell part,Chemokine signaling pathway;Neurotrophin signaling pathway;Regulation of actin cytoskeleton;Epithelial cell signaling in Helicobacter pylori infection;Shigellosis
Mbl2,P41317,P41317,Mannose-binding protein C,25957.11,6,30,100,3,4.627177557868956,4.129328542994867,5.8661238391174715,5.019991833631851,5.89212505074886,6.1795308068625,3.3944310310557606,4.822514816889252,4.812045461683976,5.37624464635679,4.730651833358996,4.743418103511943,2.044440147435486,4.415778769014215,4.796468628012498,4.646537067000194,6.0457714908768985,5.784880121104471,5.755998871756623,6.390747431881346,5.3532212799680146,5.4530938848816515,4.297659654054778,5.85743481718546,4.5934163137445045,4.898354498292861,5.898237312666148,6.216616951584195,5.335761065449848,5.505081492839443,6.504928431204665,7.390963070875229,5.696583003013337,6.872738466404651,5.725252244638726,5.212117249380559,0.01551549729429639,0.0762802891567129,1.2389462812485157,FALSE,3.3393046931029833,0.5081428808381203,0.635067068369679,0.31340696774502863,FALSE,0.7085559806936798,protease binding;receptor binding;binding;calcium ion binding;protein binding;sugar binding;galactose binding;mannose binding;phospholipid binding;lipid binding;enzyme binding;carbohydrate binding;phosphatidylinositol binding;identical protein binding;ion binding;cation binding;protein self-association;metal ion binding;monosaccharide binding;calcium-dependent protein binding;phosphatidylinositol-4-phosphate binding,cell killing;immune system process;proteolysis;response to stress;signal transduction;metabolic process;response to biotic stimulus;cellular process;protein metabolic process;killing of cells of other organism;homeostatic process;macromolecule metabolic process;primary metabolic process;interspecies interaction between organisms;response to stimulus;regulation of transport;multi-organism process;biological regulation,extracellular space;endosome;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Phagosome;Complement and coagulation cascades;Staphylococcus aureus infection
Pbx1,P41778,P41778,Pre-B-cell leukemia transcription factor 1,46625.81,8,30,100,5,6.464877875147944,6.40709068897773,5.990719802450491,5.851139322387658,5.52699733964481,5.110586265849544,6.861283265011738,6.479095269411125,6.82046628180707,5.930086521214227,6.233458038295559,6.225569616538634,6.4429027571302235,6.259863059643174,6.619050131668714,6.488067879907904,5.97911943416995,5.685000031716585,6.006792091787028,6.308973887273818,5.973713567305076,6.067508709200682,5.788914838019898,5.630293457988699,5.960591586337009,5.808388020392001,5.513352921566141,5.450850292320783,5.1160878647082235,5.661409088771657,5.8932865308572495,5.294294852065398,4.5869656245723585,4.907066511669179,4.959918206550278,5.80468613439051,0.05566794458868356,0.160855164865629,-0.4741580726974526,FALSE,-2.3434555506559507,0.00928910565645676,0.0634213708085004,-0.8801335366009475,FALSE,-3.842580119848073,regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;core promoter proximal region sequence-specific DNA binding;RNA polymerase II regulatory region DNA binding;regulatory region nucleic acid binding;nucleic acid binding transcription factor activity;core promoter proximal region DNA binding;nucleic acid binding;DNA binding;sequence-specific DNA binding transcription factor activity;binding;sequence-specific DNA binding;transcription regulatory region DNA binding,cell activation;immune system process;lipid metabolic process;regulation of mitotic cell cycle;metabolic process;cell proliferation;biosynthetic process;anatomical structure morphogenesis;cellular process;cell differentiation;multicellular organismal process;developmental process;primary metabolic process;cell development;anatomical structure development;regulation of cell cycle;biological regulation,nucleus;nucleoplasm;transcription factor complex;cytoplasm;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,
Eci1,P42125,P42125,"Enoyl-CoA delta isomerase 1, mitochondrial",32250.44,36,30,100,20.5,9.852101916091268,10.27323088054714,10.830508289388359,10.876948657805395,10.622979093307254,10.911829902514109,9.365287595972934,9.799657610369742,9.869847302996046,10.312267268815411,9.913449802302212,9.899741824573375,10.338083334996632,10.472781432162902,10.15810330168945,10.497444509313336,10.460050123267262,10.900572585465856,11.140350808707678,10.5714361426316,11.080131786869398,11.080017573519392,10.935731944808332,10.60559594054086,10.909477920134972,10.853919910023418,10.61408984331915,10.429492814579412,10.733851861402435,10.342985188012136,10.994475759223144,11.05905938826136,10.561317432546684,11.651107764989726,10.834237535535078,10.4534273912377,0.00135962245853947,0.0216416361476084,0.9784063732970908,TRUE,4.822749997428835,0.757069367878899,0.836065357002027,0.08132161312575015,FALSE,0.3221066411018678,"catalytic activity;dodecenoyl-CoA delta-isomerase activity;binding;protein binding;isomerase activity;intramolecular oxidoreductase activity;intramolecular oxidoreductase activity, transposing C=C bonds;identical protein binding",organic acid metabolic process;lipid metabolic process;metabolic process;catabolic process;cellular process;cellular ketone metabolic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;small molecule metabolic process,mitochondrion;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Fatty acid metabolism
Foxk1,P42128,P42128,Forkhead box protein K1,74919.58,12,29,96.7,5,6.5058661554333455,6.4860957938745045,6.069838679885139,5.965924069630391,5.9351432143353975,5.552898277486021,6.459089238729833,6.733815976803891,6.23768714494254,6.711626017114514,6.38711239957595,6.828024400884721,6.515697071522242,5.971054519602738,6.502577872271493,6.613125105091325,6.522742188478229,5.426510341021961,5.845730363971338,6.386478917956981,6.167731587997187,6.0704819662383525,5.618776207935488,6.016957531690606,6.006204499978353,6.117200142309155,5.782109488096487,6.300793536638352,6.071165596111038,5.627646648502868,5.894000802328245,5.2606737908753205,5.846627714653973,5.520305148693212,,5.583986455721578,0.09574994491959704,0.226614158779936,-0.4360274755482063,FALSE,-1.9885583303241716,0.13488663563881978,0.257089374060447,-1.0821020964395958,FALSE,-1.7861094633312415,regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;core promoter proximal region sequence-specific DNA binding;RNA polymerase II regulatory region DNA binding;regulatory region nucleic acid binding;nucleic acid binding transcription factor activity;core promoter proximal region DNA binding;nucleic acid binding;DNA binding;sequence-specific DNA binding transcription factor activity;binding;protein binding;sequence-specific DNA binding;transcription regulatory region DNA binding;14-3-3 protein binding,response to stress;response to external stimulus;cellular process;response to extracellular stimulus;cellular homeostasis;cell differentiation;developmental process;homeostatic process;response to starvation;anatomical structure development;response to stimulus;regulation of cell cycle;biological regulation,nucleus;cytoplasm;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Septin2,P42208,P42208,Septin-2,41525.51,43,30,100,17.5,9.001777371592317,8.87561666407107,8.926170160258634,9.042334617909063,8.836690067567066,8.77732955071826,9.228015551075265,8.964634707497124,8.994270300073381,8.918707040145488,8.903259259170323,9.026147703017775,8.955279815748515,8.716224979903535,8.84435512932715,8.83607569235837,9.071228457420329,9.059371198962763,8.884303108181497,8.772171483553574,8.84377655317501,9.075271523595484,9.068642663451602,8.844582702256835,9.078320391434344,9.144855808807048,8.883348623637325,8.774634462869159,8.85659782899717,8.776860593647791,8.892008828683885,8.699578383625731,8.719729824478947,8.755716958941225,8.889323385739624,8.822299200805784,0.3929991326714599,0.555330080871242,-0.07560721133368276,FALSE,-0.9028162078345532,0.07140592278654265,0.17375441211392,-0.1488406095403736,FALSE,-2.1546617103612635,"nucleotide binding;catalytic activity;GTPase activity;binding;protein binding;GTP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;nucleoside-triphosphatase activity;guanyl nucleotide binding;enzyme regulator activity;ribonucleotide binding;purine ribonucleotide binding;guanyl ribonucleotide binding;purine ribonucleoside triphosphate binding;identical protein binding;binding, bridging",protein complex assembly;signal transduction;anatomical structure morphogenesis;cellular process;cellular component organization;cellular component assembly;multicellular organismal process;developmental process;cellular component morphogenesis;cellular macromolecular complex assembly;response to stimulus;regulation of transport;protein polymerization;macromolecular complex assembly;biological regulation,kinetochore;nucleus;nucleoplasm;cytoplasm;cytoskeleton;plasma membrane;cilium;cell cortex;cell surface;membrane;cytoplasmic membrane-bounded vesicle;midbody;septin complex;vesicle;cell division site;macromolecular complex;cell projection;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;protein complex;cell part;synapse,
Stat3,P42227,P42227,Signal transducer and activator of transcription 3,88053.76,31,30,100,9,7.172333529131663,6.779077576701852,7.3531652309942235,7.424586057644744,7.571574942655344,7.213411094987085,7.540811619567315,7.142322737254693,6.6622109161460195,7.340506054561409,7.175816318128874,7.053119326378422,6.719053587606133,6.975611765085305,6.367447546572547,6.780155657866856,7.674795917563553,7.5362384397979,7.169994862925406,7.251032746580861,7.133764188103396,7.302246352320894,7.588432259787995,7.300823414261007,7.603574959722473,7.327853302131354,7.364514217498631,7.591369055183527,7.627726346094436,7.646578485341666,7.627686609158466,7.524405411470694,6.78086882280302,7.092947591889671,7.22336040798725,7.445473240784787,0.34922372396948886,0.514781001811009,0.18083170186256223,FALSE,0.9997896578396496,0.43715447393686857,0.57132743096808,-0.13975413600713882,FALSE,-0.8197076629349973,"regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;core promoter proximal region sequence-specific DNA binding;RNA polymerase II regulatory region DNA binding;regulatory region nucleic acid binding;nucleic acid binding transcription factor activity;core promoter proximal region DNA binding;G-protein-coupled receptor binding;nucleic acid binding;DNA binding;chromatin binding;sequence-specific DNA binding transcription factor activity;RNA binding;signal transducer activity;receptor activity;ligand-dependent nuclear receptor activity;receptor binding;cytokine receptor binding;binding;protein binding;enzyme binding;kinase binding;protein kinase binding;phosphatase binding;protein phosphatase binding;chromatin DNA binding;CCR5 chemokine receptor binding;nuclear hormone receptor binding;steroid hormone receptor binding;glucocorticoid receptor binding;signaling adaptor activity;signaling receptor activity;chemokine receptor binding;identical protein binding;protein homodimerization activity;sequence-specific DNA binding;structure-specific DNA binding;transcription regulatory region DNA binding;protein dimerization activity;CCR chemokine receptor binding;hormone receptor binding;molecular transducer activity;binding, bridging;primary miRNA binding",reproduction;immune system process;nucleobase-containing compound metabolic process;transcription from RNA polymerase II promoter;protein targeting;phosphorus metabolic process;nitrogen compound metabolic process;transport;nucleocytoplasmic transport;response to stress;organelle organization;mitochondrion organization;signal transduction;behavior;metabolic process;cell proliferation;biosynthetic process;response to endogenous stimulus;cellular process;protein transport;cellular component organization;cellular membrane organization;RNA metabolic process;cell differentiation;multicellular organismal process;developmental process;cellular nitrogen compound metabolic process;response to chemical stimulus;homeostatic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus;nuclear transport;establishment of localization;regulation of cell cycle;membrane organization;biological regulation,nucleus;nucleoplasm;transcription factor complex;cytoplasm;cytosol;plasma membrane;membrane;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,Chemokine signaling pathway;Jak-STAT signaling pathway;Adipocytokine signaling pathway;Toxoplasmosis;ko05152;Hepatitis C;Measles;Pathways in cancer;Pancreatic cancer;Acute myeloid leukemia
Stat5a,P42230,P42230,Signal transducer and activator of transcription 5A,90831.3,29,30,100,12,6.484948147794837,6.358961258807599,7.011584951807558,6.8997216490783355,7.010336940618972,6.905826398726778,6.905765987065272,6.217563133330001,6.419958635275667,6.6982708956761705,6.18318208762708,6.484138323010726,6.3597436631639175,5.7999744321166915,6.566337459519889,6.58461241622677,6.800659406484681,6.939073750379697,7.017110329316424,7.246147789680087,7.054933483176901,7.121792442545292,6.8589965924670935,6.250386036593812,7.1819765994619935,7.085456574323488,7.288045541641509,7.134618712523629,7.181329873050086,6.653395294549192,6.794295281330441,7.627173269843587,7.805225975762304,6.856054072494087,6.041532660847916,6.199146014685995,0.01538579808481667,0.0758291018181844,0.5266368040127212,FALSE,3.343971103868419,0.7861445643152554,0.859671048436924,-0.10575855308078008,FALSE,-0.28865112081302824,regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;core promoter proximal region sequence-specific DNA binding;RNA polymerase II regulatory region DNA binding;regulatory region nucleic acid binding;nucleic acid binding transcription factor activity;core promoter proximal region DNA binding;nucleic acid binding;DNA binding;double-stranded DNA binding;sequence-specific DNA binding transcription factor activity;binding;phosphate ion binding;ion binding;anion binding;sequence-specific DNA binding;structure-specific DNA binding;transcription regulatory region DNA binding,mitotic cell cycle;cell activation;cell killing;immune system process;organic acid metabolic process;nucleobase-containing compound metabolic process;transcription from RNA polymerase II promoter;cellular amino acid metabolic process;sulfur compound metabolic process;nitrogen compound metabolic process;transport;response to stress;cell cycle;signal transduction;regulation of mitotic cell cycle;metabolic process;cell death;cell proliferation;biosynthetic process;amine metabolic process;anatomical structure morphogenesis;response to endogenous stimulus;cellular process;RNA metabolic process;death;cell differentiation;multicellular organismal process;developmental process;cellular nitrogen compound metabolic process;cellular ketone metabolic process;response to chemical stimulus;homeostatic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;secretion;rhythmic process;tissue remodeling;anatomical structure development;regulation of body fluid levels;response to stimulus;localization;establishment of localization;multi-organism process;regulation of cell cycle;biological regulation,nucleus;nucleoplasm;cytoplasm;cytosol;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,ErbB signaling pathway;Jak-STAT signaling pathway;ko05152;Measles;Pathways in cancer;Chronic myeloid leukemia;Acute myeloid leukemia
Stat5b,P42232,P42232,Signal transducer and activator of transcription 5B,90002.13,9,28,93.3,5,4.452208403796819,4.500732397900141,4.804220847579115,4.764568682146415,4.841805412054301,5.081277360271499,4.685943556558135,4.3770018312869805,4.652806031331405,4.493965971888095,4.051324627919479,4.6571016486816115,4.71054213906266,4.293892006924993,5.139482655281701,3.70264353954974,4.721074462117581,4.848017792741251,4.83978093353312,4.731815162191756,4.880415887311866,4.228250035899453,5.261409602374432,4.514609202745205,4.778963526074084,5.0396110436388994,4.787014463407624,5.346085161663897,4.3437644990265465,4.451111606118365,5.281051330055073,5.316127513398588,5.3517915675247805,4.575912999891128,,,0.03481562110514323,0.122239270342766,0.35201244378229646,FALSE,2.953381579531976,0.384521919009955,0.523420465417806,-0.47555332504919434,FALSE,-0.9745286588722296,regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;core promoter proximal region sequence-specific DNA binding;RNA polymerase II regulatory region DNA binding;regulatory region nucleic acid binding;nucleic acid binding transcription factor activity;core promoter proximal region DNA binding;nucleic acid binding;DNA binding;chromatin binding;double-stranded DNA binding;sequence-specific DNA binding transcription factor activity;receptor binding;binding;protein binding;nuclear hormone receptor binding;steroid hormone receptor binding;glucocorticoid receptor binding;identical protein binding;protein homodimerization activity;sequence-specific DNA binding;structure-specific DNA binding;transcription regulatory region DNA binding;protein dimerization activity;hormone receptor binding,mitotic cell cycle;cell activation;cytokine production;cell killing;immune system process;organic acid metabolic process;nucleobase-containing compound metabolic process;transcription from RNA polymerase II promoter;cellular amino acid metabolic process;lipid metabolic process;sulfur compound metabolic process;nitrogen compound metabolic process;transport;response to stress;cell cycle;signal transduction;regulation of mitotic cell cycle;metabolic process;cell death;cell proliferation;biosynthetic process;amine metabolic process;response to biotic stimulus;response to endogenous stimulus;cellular process;RNA metabolic process;death;cell differentiation;multicellular organismal process;developmental process;cellular nitrogen compound metabolic process;cellular ketone metabolic process;response to chemical stimulus;hormone metabolic process;homeostatic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;secretion;rhythmic process;anatomical structure development;regulation of body fluid levels;response to stimulus;localization;establishment of localization;multi-organism process;regulation of cell cycle;biological regulation,nucleus;nucleoplasm;cytoplasm;cytosol;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,ErbB signaling pathway;Chemokine signaling pathway;Jak-STAT signaling pathway;ko05152;Measles;Pathways in cancer;Chronic myeloid leukemia;Acute myeloid leukemia
Eps15,P42567,P42567;Q5JC28,Epidermal growth factor receptor substrate 15,98471.03,32,30,100,9,5.883814368102395,5.542320937231596,6.028786346289266,5.994036510360472,6.063493620504941,5.902150971040011,5.838050728246318,6.198202663434448,5.827802436674166,5.935824907309903,5.619191104847138,5.349148920696446,6.0345884207766,5.019373034255295,5.982656367720512,5.3258379427091285,5.815682124517169,6.037224859141162,6.035643171659032,6.3395749403108805,5.915806635818085,6.043783274454372,5.879405165375351,5.802833447023054,6.306621071776593,5.937539593172987,5.817186370071017,6.145693996528198,5.962451602659266,6.1633089308007865,6.228827202465437,6.26409434674187,5.68754548258534,6.050339082578213,5.661608174002113,5.8471677692925175,0.2930526871177691,0.460264549023195,0.14497197818687102,FALSE,1.1257301679827627,0.4064438941563081,0.54426837278735,-0.12663537524925506,FALSE,-0.8793404224048639,binding;calcium ion binding;protein binding;SH3 domain binding;protein domain specific binding;polyubiquitin binding;small conjugating protein binding;identical protein binding;ubiquitin binding;ion binding;cation binding;metal ion binding,protein complex assembly;transport;endocytosis;organelle organization;cellular process;membrane invagination;cellular component organization;cellular membrane organization;vesicle organization;vesicle-mediated transport;endosome transport;cellular component assembly;cellular macromolecular complex assembly;locomotion;interspecies interaction between organisms;Golgi vesicle transport;establishment of localization;multi-organism process;membrane organization;macromolecular complex assembly;biological regulation,cytoplasm;endosome;cytosol;plasma membrane;membrane;cytoplasmic membrane-bounded vesicle;AP-type membrane coat adaptor complex;vesicle;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part;synapse,Endocytosis
