gene_symbol,uniprot_id,protein_groups,protein_description,mol_weight_da,n_precursors_exp,n_samples_detected,pct_samples_detected,median_precursors_used,mean_log2_D14,mean_log2_D21,mean_log2_M03,mean_log2_M06,mean_log2_M12,mean_log2_M18,D14.20747.Quantity.log2,D14.20748.Quantity.log2,D14.20749.Quantity.log2,D14.20750.Quantity.log2,D14.20751.Quantity.log2,D21.20752.Quantity.log2,D21.20753.Quantity.log2,D21.20754.Quantity.log2,D21.20755.Quantity.log2,D21.20756.Quantity.log2,M03.20757.Quantity.log2,M03.20758.Quantity.log2,M03.20759.Quantity.log2,M03.20760.Quantity.log2,M03.20761.Quantity.log2,M06.20762.Quantity.log2,M06.20763.Quantity.log2,M06.20764.Quantity.log2,M06.20765.Quantity.log2,M06.20766.Quantity.log2,M12.20768.Quantity.log2,M12.20769.Quantity.log2,M12.20770.Quantity.log2,M12.20771.Quantity.log2,M12.20772.Quantity.log2,M18.20775b.Quantity.log2,M18.20776-40ul.Quantity.log2,M18.20777.Quantity.log2,M18.20778.Quantity.log2,M18.20779.Quantity.log2,p.value.M03-D14,adj.p.value.M03-D14,log2.fold.change.M03-D14,is.significant.M03-D14,t.statistic.M03-D14,p.value.M18-M03,adj.p.value.M18-M03,log2.fold.change.M18-M03,is.significant.M18-M03,t.statistic.M18-M03,go_molecular_function,go_biological_process,go_cellular_component,kegg_pathway
Serpina1d,Q00897,Q00897,Alpha-1-antitrypsin 1-4,45998.35,10,30,100,7,9.393537130813417,10.383597280736552,10.892752329954082,11.329243764566568,10.598430669587177,11.238279571702272,9.74060716415778,9.409405698243596,9.212826006895822,9.20912282359273,9.395723961177156,10.423775563427528,10.530292736167029,10.266393383927138,10.17876604626332,10.51875867389775,10.958499527389812,10.672675241468392,10.635346923860173,11.031133433109444,11.166106523942592,11.491138816997676,11.241570518655122,11.22115371289617,11.343139212919809,11.349216561364068,10.3815857239508,10.97114786559547,10.323921028557058,11.4422211618743,9.873277567958256,10.630049887531088,11.519758493120008,11.008590702773748,11.300131323213945,11.732867451872574,5.665020312921344e-6,3.98971976639011e-4,1.4992151991406644,TRUE,10.597537773703502,0.16564147538373566,0.380342576402985,0.34552724174819005,FALSE,1.574438260019527,protease binding;enzyme inhibitor activity;endopeptidase inhibitor activity;serine-type endopeptidase inhibitor activity;binding;protein binding;enzyme binding;enzyme regulator activity;peptidase inhibitor activity;identical protein binding;peptidase regulator activity;endopeptidase regulator activity,response to endogenous stimulus;response to chemical stimulus;response to stimulus,extracellular region;extracellular space;endoplasmic reticulum;Golgi apparatus;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Complement and coagulation cascades
Serpina1e,Q00898,Q00898,Alpha-1-antitrypsin 1-5,45891.38,9,23,76.7,4,5.684162144928243,6.314704828938567,6.011323124599237,5.47627780770242,2.751112505951007,1.4101926623620762,5.111863016386287,5.321039289991985,5.73024135195365,5.947719774261157,6.309947292048144,6.007841867608401,6.237240892792692,6.474594819914884,6.180089895313459,6.673756669063402,5.860817129129384,6.03464114305852,6.05810372848529,6.388072088757784,5.714981533565206,4.736250691566189,5.174004618425704,5.006282756640346,6.749470618618928,5.715380353260933,,3.362338495713821,,2.139886516188193,,,,,1.4101926623620762,,0.2258371167165756,0.358369653900992,0.32716097967099333,FALSE,1.348203685206662,4.299274582182124e-4,0.0198919366575479,-3.401760781834944,TRUE,-8.73562196774777,protease binding;enzyme inhibitor activity;endopeptidase inhibitor activity;serine-type endopeptidase inhibitor activity;binding;protein binding;enzyme binding;enzyme regulator activity;peptidase inhibitor activity;identical protein binding;peptidase regulator activity;endopeptidase regulator activity,response to endogenous stimulus;response to chemical stimulus;response to stimulus,extracellular space;endoplasmic reticulum;Golgi apparatus;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Complement and coagulation cascades
Yy1,Q00899,Q00899,Transcriptional repressor protein YY1,44716.6,13,30,100,5,5.316591450869545,5.405663190379171,5.856376438900478,5.780102033131262,5.324469366304384,5.117548091563028,4.913105164734507,5.575382170112675,5.046556019630437,5.809286124260819,5.238627775609286,4.9533330765261345,5.769599480019314,4.779029475226609,5.815128392335079,5.711225527788717,6.151600511886087,5.406012400382901,6.220306582764673,5.886007790489569,5.617954908979161,5.765664981934296,5.673925814839035,5.928828183958065,6.0089026739648554,5.523188510960058,5.550367628932891,5.686147836155117,5.305779412474013,4.702076804638906,5.377975149320993,5.919382559826388,5.526472732810321,4.845960973242305,4.431692319812607,4.864231872123519,0.0449236274755847,0.115576597342456,0.5397849880309327,FALSE,2.3766482297148275,0.05070204285136957,0.197501818682988,-0.7388283473374502,FALSE,-2.3979355040510946,DNA secondary structure binding;four-way junction DNA binding;regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;core promoter proximal region sequence-specific DNA binding;RNA polymerase II regulatory region DNA binding;regulatory region nucleic acid binding;nucleic acid binding transcription factor activity;core promoter proximal region DNA binding;nucleic acid binding;DNA binding;chromatin binding;sequence-specific DNA binding transcription factor activity;RNA binding;binding;protein binding;ion binding;cation binding;sequence-specific DNA binding;structure-specific DNA binding;transcription regulatory region DNA binding;SMAD binding;metal ion binding,cell activation;immune system process;nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;DNA recombination;chromatin organization;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;organelle organization;metabolic process;response to abiotic stimulus;anatomical structure morphogenesis;response to endogenous stimulus;cellular process;cellular component organization;chromatin modification;cell differentiation;telomere organization;multicellular organismal process;developmental process;regulation of organelle organization;cellular nitrogen compound metabolic process;response to chemical stimulus;homeostatic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;anatomical structure development;response to stimulus;regulation of DNA metabolic process;localization;chromosome organization;regulation of cell cycle;biological regulation,nucleus;nucleoplasm;transcription factor complex;cytoplasm;chromatin remodeling complex;PcG protein complex;macromolecular complex;DNA helicase complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;cell part,
Rbp1,Q00915,Q00915,Retinol-binding protein 1,15846.11,34,30,100,24,9.413580251904403,9.151526724396156,9.54966730828124,9.865483506296185,9.766297627333454,9.429957831951246,9.68268925078456,9.51914538803216,8.835961237444115,9.576113279680596,9.453992103580577,8.969572457173646,9.08433868405908,9.13989744243476,9.208155903042112,9.355669135271183,9.642299967157347,9.41460795166363,9.499954614028626,9.707289086537228,9.484184922019368,9.87755880563486,9.859548150983324,9.997712968726834,9.966798147170062,9.625799458965844,9.78716017534037,9.685881871475557,9.27494426820236,10.031021165293684,10.052480656355296,9.212166242777217,9.204154538625254,9.327051499449778,9.666804562059124,9.739612316844855,0.430088127288444,0.568103357112865,0.13608705637683727,FALSE,0.8575373965864745,0.3818842379277715,0.605693263659787,-0.1197094763299944,FALSE,-0.9472482291784932,binding;retinoid binding;fatty acid binding;lipid binding;retinal binding;isoprenoid binding;retinol binding;vitamin binding;carboxylic acid binding;monocarboxylic acid binding,organic acid metabolic process;lipid metabolic process;vitamin metabolic process;transport;lipid transport;metabolic process;biosynthetic process;response to external stimulus;cellular process;response to extracellular stimulus;organic acid transport;cellular ketone metabolic process;response to chemical stimulus;hormone metabolic process;homeostatic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;small molecule metabolic process;response to stimulus;establishment of localization;biological regulation,nucleus;nucleoplasm;lipid particle;cytosol;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell body;cell part,
Hnrnpul2,Q00PI9,Q00PI9,Heterogeneous nuclear ribonucleoprotein U-like protein 2,84940.24,67,30,100,43,10.878294519970584,10.277175459869685,10.920820060996132,11.067025866658804,11.27015858611784,11.0965614620473,10.875404119061177,10.80052137120846,10.989154266524045,10.955958909765243,10.770433933294,10.402380932278405,10.278924112066614,10.110323519361716,10.281416316018824,10.312832419622865,10.906676495719006,10.978521944259946,10.951394201569274,10.967513179146632,10.799994484285802,11.0731059943586,11.051445948226997,11.178892454390317,10.998572009495682,11.033112926822428,11.22633486685734,11.121759565729851,11.292719441024849,11.3649790154534,11.34500004152376,10.925577528691262,11.000504680796755,10.932119032790522,11.39932330429255,11.225282763665405,0.4511457079122445,0.587594967537346,0.0425255410255474,FALSE,0.7947938640248959,0.1356414262559718,0.340596542860638,0.17574140105116776,FALSE,1.7798889626040169,,,nucleus;nucleoplasm;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part;synapse,
Col1a2,Q01149,Q01149,Collagen alpha-2(I) chain,129556.76,22,24,80,5,8.007422672279645,6.792532674089195,4.911469477459315,5.370046220952091,5.289665873363045,5.694097202614722,8.033287887740725,8.156967215170368,7.844886460008234,7.962638875599373,8.039332922879522,6.72271238682276,7.14468266780782,6.7065177286747915,6.821290327502274,6.567460259638321,5.219109865106142,4.773020453217057,4.738649353280064,4.9531769253857005,4.87339079030761,5.536081413495867,,5.159783125021892,5.414274124338513,,5.438305818124281,4.991965167474899,,5.4387266344899565,,5.660796873644233,5.6563400790937255,,,5.765154655106207,2.433848940398808e-8,2.87534913818715e-5,-3.0959531948203303,TRUE,-31.010626378349784,0.6112318035863766,0.781122624925159,-0.4183519082410063,FALSE,-0.5494598335097058,"protease binding;structural molecule activity;extracellular matrix structural constituent;binding;protein binding;growth factor binding;enzyme binding;extracellular matrix structural constituent conferring tensile strength;protein binding, bridging;identical protein binding;ion binding;cation binding;SMAD binding;metal ion binding;platelet-derived growth factor binding;binding, bridging",protein complex assembly;signal transduction;metabolic process;anatomical structure morphogenesis;response to endogenous stimulus;cellular process;cellular component organization;cellular component assembly;extracellular matrix organization;multicellular organismal process;developmental process;response to chemical stimulus;extracellular structure organization;macromolecule metabolic process;anatomical structure development;response to stimulus;macromolecular complex assembly;biological regulation,extracellular space,Focal adhesion;ECM-receptor interaction;Protein digestion and absorption;Amoebiasis
Egfr,Q01279,Q01279,Epidermal growth factor receptor,134853.31,14,29,96.7,4,4.72482801518107,5.206468913575714,5.920188784633764,5.902809317815715,4.131637576661303,4.745239075490534,5.0495037641631635,4.316173513425365,,4.532774438533125,5.000860344602628,5.310608205559563,4.841108404511804,5.51624502739856,5.270728906027749,5.09365402438089,5.870036827534835,6.202227423160318,5.016049930445761,6.175775362170052,6.336854379857852,5.482241856179084,5.596308295760352,5.831563943676127,6.57254341857121,6.0313890748917975,4.253407502902896,4.654161916943599,2.3595373814774865,5.26178532855004,4.12929575343249,4.67705859301794,4.876920632161505,4.152438814479473,5.0078499069530835,5.011927430840667,0.01783005991920693,0.0604162860000165,1.616827255028528,FALSE,3.2091549790659775,0.00464363340316599,0.0580952419323127,-1.1749497091432302,FALSE,-4.088233915756141,"nucleotide binding;chromatin binding;actin binding;catalytic activity;protein kinase activity;protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase activity;signal transducer activity;receptor activity;transmembrane signaling receptor activity;epidermal growth factor-activated receptor activity;receptor binding;integrin binding;binding;protein binding;calmodulin binding;ATP binding;enzyme activator activity;cytoskeletal protein binding;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;transmembrane receptor protein kinase activity;kinase regulator activity;kinase activator activity;growth factor binding;protein kinase regulator activity;enzyme binding;kinase binding;protein kinase binding;phosphatase binding;protein phosphatase binding;enzyme regulator activity;nitric-oxide synthase regulator activity;protein kinase activator activity;protein tyrosine kinase activator activity;transmembrane receptor protein tyrosine kinase activator activity;receptor regulator activity;receptor activator activity;adenyl nucleotide binding;ubiquitin protein ligase binding;protein complex binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;signaling receptor activity;hormone binding;identical protein binding;epidermal growth factor binding;actin filament binding;molecular transducer activity",cell morphogenesis;cell activation;circulatory system process;translation;lipid metabolic process;phosphorus metabolic process;cellular component movement;response to stress;response to oxidative stress;signal transduction;regulation of mitotic cell cycle;behavior;metabolic process;cell proliferation;biosynthetic process;response to external stimulus;response to abiotic stimulus;anatomical structure morphogenesis;response to endogenous stimulus;cellular process;response to extracellular stimulus;cellular component organization;protein metabolic process;cell differentiation;regulation of protein modification process;multicellular organismal process;developmental process;cellular component morphogenesis;locomotion;response to chemical stimulus;molting cycle;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;rhythmic process;anatomical structure development;cell motility;neurological system process;response to stimulus;regulation of transport;regulation of DNA metabolic process;regulation of cell cycle;biological regulation,nucleus;cytoplasm;endosome;plasma membrane;cell surface;membrane;cytoplasmic membrane-bounded vesicle;vesicle;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;protein complex;receptor complex;cell part,MAPK signaling pathway;ErbB signaling pathway;MAPK signaling pathway - fly;Calcium signaling pathway;Cytokine-cytokine receptor interaction;Endocytosis;Dorso-ventral axis formation;Focal adhesion;Adherens junction;Gap junction;Regulation of actin cytoskeleton;GnRH signaling pathway;Epithelial cell signaling in Helicobacter pylori infection;Hepatitis C;Pathways in cancer;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Melanoma;Bladder cancer;Non-small cell lung cancer
Top2a,Q01320,Q01320,DNA topoisomerase 2-alpha,172790.26,70,22,73.3,18,7.530788675067244,8.245286170108393,6.310626481928409,6.103672295469492,5.424789618172756,,7.432547507360226,7.383832414889485,7.47486981189336,7.567648139680438,7.795045501512711,8.157940375720562,8.14925343030255,8.342144811895782,8.224900057266906,8.352192175356167,6.584491191280886,6.270329835109316,6.07350484228075,6.268715030543015,6.356091510428079,5.591115283901855,6.299748547581458,6.341001190259896,6.335419796971398,5.951076658632856,,6.139364301212259,,4.710214935133253,,,,,,,4.4439077128611275e-6,3.54731930538793e-4,-1.220162193138835,TRUE,-11.086871550909771,2.6770852063107744e-4,0.0157650573260523,-3.53722081110645,TRUE,-10.327525296721598,"nucleotide binding;magnesium ion binding;nucleic acid binding;DNA binding;chromatin binding;catalytic activity;DNA topoisomerase activity;DNA topoisomerase (ATP-hydrolyzing) activity;protein kinase C binding;binding;protein binding;ATP binding;DNA-dependent ATPase activity;DNA bending activity;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;isomerase activity;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;enzyme binding;kinase binding;protein kinase binding;adenyl nucleotide binding;small conjugating protein binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ATPase activity, coupled;identical protein binding;protein homodimerization activity;ubiquitin binding;ion binding;cation binding;sequence-specific DNA binding;metal ion binding;protein heterodimerization activity;protein dimerization activity",nucleobase-containing compound metabolic process;DNA metabolic process;DNA ligation;DNA packaging;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;organelle organization;chromosome segregation;meiosis;metabolic process;cellular process;cellular component organization;cell differentiation;developmental process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;rhythmic process;response to stimulus;chromosome organization;cell division;biological regulation,nuclear chromosome;nucleus;nucleoplasm;chromosome;nucleolus;cytoplasm;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;protein complex;cell part,
Apoh,Q01339,Q01339,Beta-2-glycoprotein 1,38618.82,31,30,100,16,9.820531059984205,9.885407571656321,9.943696741750141,9.934672246587294,9.892049767030054,10.26348660885118,10.032482488203168,9.915806818135998,10.33817013485725,9.438247178356493,9.377948680368116,10.254792199568888,10.394547214579854,9.664005910616073,9.575620144484036,9.538072389032758,10.193757097542935,10.26516075076103,10.142842013407046,9.568134262909163,9.54858958413053,10.671069454753246,9.824050817312669,9.769703787858631,9.767432024866345,9.641105148145575,10.70721039974278,10.546366739003377,10.116359192312483,9.572484553382818,8.517827950708803,10.24126791543376,10.529050163089916,9.765814889017037,10.230272481541888,10.5510275951733,0.6241064748305329,0.730019197390883,0.12316568176593634,FALSE,0.5099566601624962,0.17165052409289572,0.38711318802482,0.3197898671010364,FALSE,1.503198564487411,pattern binding;binding;protein binding;glycosaminoglycan binding;phospholipid binding;enzyme activator activity;heparin binding;lipid binding;enzyme regulator activity;carbohydrate binding;polysaccharide binding;identical protein binding;lipase activator activity;lipoprotein lipase activator activity,lipid metabolic process;glycerol ether metabolic process;transport;lipid transport;metabolic process;anatomical structure morphogenesis;cellular process;protein metabolic process;developmental process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;small molecule metabolic process;response to stimulus;establishment of localization;protein maturation;biological regulation,extracellular space;cell surface;macromolecular complex;cell part,
Rsu1,Q01730,Q01730;Q9D031,Ras suppressor protein 1,31550.27,23,30,100,14.5,9.265448337014947,9.297018542587272,9.469604715074663,9.66382737726245,9.546225229976653,9.723598401977124,9.3550901339194,9.46792676625291,8.792331580299118,9.451504682880708,9.26038852172259,9.224643980152946,9.296697662444815,9.341425844903815,9.269977580064603,9.35234764537018,9.44270549967382,9.376194824597604,9.338416356825524,9.546078777742284,9.644628116534076,9.421296839299638,9.70138240419307,9.740202491726231,9.844363462807507,9.6118916882858,9.605036574654912,9.37491569799228,8.980370333337557,9.927828317158683,9.842975226739824,9.493372591915335,9.746084539955715,9.532383869586145,10.13100048421095,9.715150524217476,0.18804444663419337,0.314190281979947,0.204156378059718,FALSE,1.499658641877747,0.09225571245713668,0.274273739737433,0.2539936869024615,FALSE,2.0103183921440726,,signal transduction;cell proliferation;cellular process;response to stimulus;biological regulation,,
Vcp,Q01853,Q01853,Transitional endoplasmic reticulum ATPase,89321.8,145,30,100,91,13.108881166838268,13.12712056325615,12.659255088495684,12.637950857707398,12.66355673226997,12.982437628493466,12.872526564348275,13.22749270505086,12.876814804403235,13.230527708220997,13.33704405216798,12.939736575111972,13.107690882798416,13.280355775483578,13.122472571633194,13.185347011253588,12.583927137698348,12.466345114985304,12.483722799870728,12.865040555323295,12.897239834600736,12.456331727419265,12.618524748096718,12.752219841290362,12.720640164908012,12.642037806822636,12.715680730920369,12.602592968482528,12.47554692015136,12.67243796746615,12.85152507432945,12.744749782439053,12.630929525193574,13.031186113495604,13.221112843647113,13.284209877691993,0.01032919339461541,0.0415913738118563,-0.44962607834258606,TRUE,-3.335932284609622,0.07942819257977363,0.252352241275248,0.32318253999778257,FALSE,2.037584116091415,"nucleotide binding;catalytic activity;receptor binding;binding;protein binding;ATP binding;enzyme activator activity;lipid binding;pyrophosphatase activity;peptidase activator activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;enzyme binding;phosphatase binding;protein phosphatase binding;protein domain specific binding;enzyme regulator activity;adenyl nucleotide binding;polyubiquitin binding;ubiquitin protein ligase binding;small conjugating protein binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ubiquitin-specific protease activator activity;MHC protein binding;MHC class I protein binding;identical protein binding;ubiquitin binding;ADP binding;peptidase regulator activity",nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;protein modification process;proteolysis;nitrogen compound metabolic process;transport;cellular ion homeostasis;autophagy;response to stress;response to DNA damage stimulus;organelle organization;cytoskeleton organization;cell communication;metabolic process;catabolic process;biosynthetic process;nucleotide metabolic process;response to heat;response to external stimulus;response to abiotic stimulus;cellular process;response to extracellular stimulus;protein transport;cellular component organization;vesicle-mediated transport;endosome transport;protein metabolic process;cellular homeostasis;cellular component disassembly;cellular component assembly;regulation of protein modification process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;response to chemical stimulus;homeostatic process;response to starvation;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;small molecule metabolic process;heterocycle metabolic process;Golgi vesicle transport;response to stimulus;cofactor metabolic process;establishment of localization;proteolysis involved in cellular protein catabolic process;nucleobase-containing small molecule metabolic process;biological regulation;protein modification by small protein conjugation or removal,proteasome complex;nucleus;nucleoplasm;cytoplasm;endoplasmic reticulum;lipid particle;cytosol;membrane;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;protein complex;cell part;synapse,Protein processing in endoplasmic reticulum
Uba1,Q02053,Q02053,Ubiquitin-like modifier-activating enzyme 1,117808.94,106,30,100,65,12.371263012496092,12.227623158043377,12.24157076897161,12.281785923140847,12.301313986072014,12.31102524951879,12.532253418593845,12.498232506360544,12.469968788821484,12.18773716853883,12.16812318016576,12.258645820402124,12.240042159771658,12.16763972143236,12.163146591685996,12.308641496924754,12.387144092657415,12.230764862904111,12.268746721952764,12.10035948743613,12.22083867990762,12.410491981801536,12.3441605676261,12.26185274519148,12.231830405193202,12.160593915891916,12.367193429964674,12.274071403014837,12.297398959327667,12.145541168540037,12.42236496951286,12.19914781238381,12.390429423606689,12.48376412389651,12.25434976604822,12.227435121658722,0.2051129708001559,0.335530966080454,-0.12969224352448272,FALSE,-1.4102530017096349,0.35836755065389014,0.58474190324998,0.06945448054718106,FALSE,0.9760222570586672,nucleotide binding;catalytic activity;ubiquitin activating enzyme activity;binding;ATP binding;small protein activating enzyme activity;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding,protein modification process;proteolysis;response to stress;response to DNA damage stimulus;metabolic process;catabolic process;cellular process;protein metabolic process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;response to stimulus;proteolysis involved in cellular protein catabolic process;protein modification by small protein conjugation or removal,nucleus;nucleoplasm;cytoplasm;mitochondrion;cytosol;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Ubiquitin mediated proteolysis;Parkinson's disease
C1qc,Q02105,Q02105,Complement C1q subcomponent subunit C,25991.58,4,30,100,4,5.495949761626281,5.02490405732265,4.7413903649287255,4.543495044516484,5.3460340538431455,5.919120136174284,5.856673809392467,5.034100396361735,5.237121246326905,5.845229307666574,5.506624048383722,4.668727363486866,5.034387084527515,5.493511736872038,4.907978674853994,5.019915426872838,4.362522974478561,4.8048579329618315,5.025964272821946,4.884794690189759,4.62881195419153,4.545905384385386,4.689701687764479,3.99740459842334,5.207003741605205,4.277459810404007,5.350325766818255,5.341066227001743,5.168825728264696,5.750011065435038,5.119941481695997,5.567588610233626,5.651686336964614,5.621640427194197,6.0805134086327515,6.674171897846233,0.00654264169617837,0.0306204179065126,-0.7545593966975552,TRUE,-3.786265358934603,0.00241257345553115,0.041408641349455703,1.1777297712455583,TRUE,4.929660182675675,,immune system process;response to stress;metabolic process;protein metabolic process;macromolecule metabolic process;primary metabolic process;response to stimulus;biological regulation,extracellular region;extracellular space;macromolecular complex;protein complex;synapse,Complement and coagulation cascades;Prion diseases;Chagas disease (American trypanosomiasis);Staphylococcus aureus infection;Systemic lupus erythematosus
Ctnnb1,Q02248,Q02248,Catenin beta-1,85470.54,41,30,100,16.5,7.682433901354043,6.853638343143361,7.045347188982005,6.970375237474475,7.150337437644484,6.843288774097601,7.408142084987624,7.860462810571709,7.558438814671249,7.911679441331671,7.673446355207957,6.8497484034662435,6.830597892279193,6.612418705069773,7.135872863670596,6.839553851230999,7.098878160188017,7.314013383673164,6.871317394644498,7.029225039334635,6.913301967069716,6.814913526893419,7.168741887311311,7.253698627380168,6.821524584431265,6.79299756135621,7.379657577900369,6.962797623770726,7.094250563036922,7.32697993231966,6.988001491194747,6.868023433432021,6.6880234826674965,6.478680018914717,7.190099252630524,6.991617682843245,8.835525617147485e-4,0.00813891313879134,-0.6370867123720378,TRUE,-5.219491907336137,0.20843900870064969,0.428944377241365,-0.20205841488440335,FALSE,-1.3894365545685203,protein binding transcription factor activity;transcription factor binding transcription factor activity;nucleic acid binding;chromatin binding;transcription cofactor activity;transcription coactivator activity;receptor binding;binding;protein binding;ligand-dependent nuclear receptor binding;enzyme binding;kinase binding;protein kinase binding;phosphatase binding;protein phosphatase binding;estrogen receptor binding;ubiquitin protein ligase binding;glutamate receptor binding;ionotropic glutamate receptor binding;nuclear hormone receptor binding;steroid hormone receptor binding;ion channel binding;alpha-catenin binding;cadherin binding;SMAD binding;cell adhesion molecule binding;nitric-oxide synthase binding;hormone receptor binding;delta-catenin binding;I-SMAD binding,cell morphogenesis;cell activation;immune system process;nucleobase-containing compound metabolic process;transcription from RNA polymerase II promoter;proteolysis;nitrogen compound metabolic process;transport;cellular component movement;cell communication;cell adhesion;signal transduction;cell-cell signaling;regulation of mitotic cell cycle;metabolic process;cell proliferation;catabolic process;biosynthetic process;response to external stimulus;response to abiotic stimulus;anatomical structure morphogenesis;response to endogenous stimulus;embryo development;cellular process;cellular component organization;cellular membrane organization;RNA metabolic process;vesicle-mediated transport;protein metabolic process;developmental maturation;cellular component assembly;biological adhesion;signaling;cell differentiation;regulation of protein modification process;multicellular organismal process;developmental process;cellular component morphogenesis;regulation of organelle organization;cell junction organization;cellular nitrogen compound metabolic process;locomotion;response to chemical stimulus;molting cycle;homeostatic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cell development;cell maturation;anatomical structure formation involved in morphogenesis;anatomical structure development;cell motility;response to stimulus;regulation of transport;regulation of DNA metabolic process;localization;establishment of localization;proteolysis involved in cellular protein catabolic process;cellular localization;regulation of cell cycle;membrane organization;biological regulation,nucleus;nucleoplasm;transcription factor complex;cytoplasm;centrosome;microtubule organizing center;cytosol;plasma membrane;cell cortex;membrane;macromolecular complex;cell projection;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;protein complex;cell part;apical part of cell;synapse,Wnt signaling pathway;Focal adhesion;Adherens junction;Tight junction;Leukocyte transendothelial migration;Melanogenesis;Bacterial invasion of epithelial cells;Pathogenic Escherichia coli infection;Pathways in cancer;Colorectal cancer;Endometrial cancer;Prostate cancer;Thyroid cancer;Basal cell carcinoma;Arrhythmogenic right ventricular cardiomyopathy (ARVC)
Jup,Q02257,Q02257,Junction plakoglobin,81800.75,31,30,100,11.5,5.836994326145728,5.3743442469374605,6.043967260155454,5.570079087494645,6.237342556236178,5.8529784630799515,5.310091012750135,7.096409381853703,5.758405312604634,5.232074813679791,5.787991109840377,4.861317345822062,5.461131931199017,5.868646339602628,5.946647081857996,4.733978536205602,6.605358451325333,6.714183039111035,6.1349890111523235,5.259316571399898,5.505989227788679,5.455254340937992,5.844394210059955,5.4253774033546645,5.0049072527726075,6.120462230348006,6.383646422755838,6.836708691399386,6.018171817484159,5.8895555794045,6.058630270137006,6.012542022126297,5.958612981041446,5.591315975813882,5.579212109378902,6.12320922703923,0.6526951335147879,0.751553636193343,0.2069729340097259,FALSE,0.4677435162552419,0.5647581624136002,0.751894241412987,-0.19098879707550245,FALSE,-0.6146888354415225,protein binding transcription factor activity;transcription factor binding transcription factor activity;transcription cofactor activity;transcription coactivator activity;binding;protein binding;enzyme binding;kinase binding;protein kinase binding;phosphatase binding;protein phosphatase binding;alpha-catenin binding;cadherin binding;cell adhesion molecule binding,cellular component movement;plasma membrane organization;cell adhesion;signal transduction;response to external stimulus;response to abiotic stimulus;cellular process;cellular component organization;cellular membrane organization;cellular component assembly;biological adhesion;developmental process;cell junction organization;locomotion;response to chemical stimulus;anatomical structure development;cell motility;response to stimulus;regulation of transport;localization;detection of stimulus;cellular localization;membrane organization;biological regulation,nucleus;cytoplasm;cytosol;cytoskeleton;plasma membrane;membrane;macromolecular complex;organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;protein complex;cell part,Pathways in cancer;Acute myeloid leukemia;Arrhythmogenic right ventricular cardiomyopathy (ARVC)
